Latitude,Longitude,Window
18.325,0.125,4.0
18.325,37.225,3.0
18.325,37.275,4.0
18.375,0.025,3.0
18.375,0.075,4.0
18.375,0.125,4.0
18.675,-19.125,2.0
18.975,-19.275,3.0
18.975,-19.225,3.0
19.025,-18.775,2.0
19.025,-18.575,4.0
19.075,-17.975,2.0
19.125,-17.925,4.0
19.225,-18.975,4.0
19.275,-19.025,3.0
19.275,-18.975,4.0
19.275,-18.925,4.0
19.275,-18.025,4.0
19.325,-18.525,1.0
19.325,-18.475,2.0
19.325,-18.425,2.0
19.325,-18.225,3.0
19.325,-18.175,3.0
19.325,-18.125,3.0
19.325,-18.075,4.0
19.325,-18.025,4.0
19.325,-17.975,4.0
19.375,-18.475,2.0
19.375,-18.425,2.0
19.375,-18.175,3.0
19.375,-18.075,4.0
19.525,-3.725,1.0
19.575,-3.825,1.0
19.725,-4.275,1.0
19.775,-4.475,1.0
19.775,-4.375,2.0
19.775,-3.975,3.0
19.775,-3.725,3.0
19.775,-3.675,3.0
19.775,-3.575,4.0
19.775,-3.425,4.0
19.775,-3.375,4.0
19.825,-4.375,2.0
19.825,-3.975,3.0
19.825,-3.925,4.0
19.825,-3.725,4.0
19.825,-3.675,4.0
19.825,-3.575,4.0
19.875,-3.825,3.0
19.875,-3.525,2.0
19.925,-3.825,1.0
19.925,-3.525,2.0
19.975,-3.975,2.0
19.975,-3.825,1.0
20.025,-3.975,2.0
20.125,-3.725,3.0
28.625,-6.625,2.0
28.725,-8.475,4.0
28.725,-6.675,4.0
28.775,-6.375,4.0
33.675,3.675,1.0
